,enrollee_id,city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,target
4335,23869,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Pvt Ltd,1.0
4338,25618,city_104,Male,Has relevent experience,no_enrollment,Masters,STEM,3,5000-9999,Pvt Ltd,0.0
4342,33223,city_21,Male,Has relevent experience,Full time course,Masters,STEM,1,500-999,Pvt Ltd,1.0
4343,19824,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,0.0
4344,11893,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,0.0
4345,28778,city_136,Male,No relevent experience,Part time course,Masters,STEM,2,50-99,Pvt Ltd,0.0
4346,4051,city_40,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,0.0
4348,1165,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Public Sector,0.0
4350,14711,city_158,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,0.0
4352,8293,city_67,Female,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,0.0
4354,6430,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Pvt Ltd,0.0
4355,32463,city_36,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,0.0
4356,30477,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,0.0
4357,2707,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
4361,27607,city_20,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,0.0
4369,13796,city_64,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
4371,26345,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,0.0
4374,19920,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,0.0
4377,29166,city_83,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Funded Startup,0.0
4378,8040,city_97,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,0.0
4379,19085,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,0.0
4380,14948,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
4383,15093,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,0.0
4384,16381,city_136,Male,Has relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,0.0
4388,7249,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,0.0
4391,31058,city_103,Male,Has relevent experience,Full time course,Masters,STEM,15,1000-4999,Pvt Ltd,0.0
4395,25022,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,17,<10,Pvt Ltd,0.0
4403,9693,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
4404,18146,city_100,Male,Has relevent experience,Part time course,Graduate,STEM,6,100-500,Pvt Ltd,0.0
4407,24448,city_173,Male,Has relevent experience,no_enrollment,Masters,STEM,19,1000-4999,Pvt Ltd,0.0
4408,31735,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Early Stage Startup,0.0
4409,8080,city_21,Male,No relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,1.0
4410,26930,city_13,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,0.0
4411,11372,city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,9,100-500,Pvt Ltd,0.0
4413,24522,city_57,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Funded Startup,0.0
4414,6670,city_116,Male,Has relevent experience,Full time course,Masters,STEM,>20,1000-4999,Pvt Ltd,0.0
4417,10035,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,0.0
4418,7390,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,0.0
4419,26544,city_114,Male,No relevent experience,Full time course,Graduate,STEM,14,<10,Early Stage Startup,1.0
4421,21083,city_90,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,0.0
4422,13254,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,0.0
4424,8129,city_13,Male,Has relevent experience,no_enrollment,Phd,STEM,18,50-99,Pvt Ltd,0.0
4425,18631,city_21,Male,Has relevent experience,Full time course,Masters,STEM,11,100-500,Pvt Ltd,1.0
4426,23833,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1.0
4427,30841,city_19,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,0.0
4430,11891,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10/49,Pvt Ltd,0.0
4431,30379,city_149,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Funded Startup,0.0
4432,3136,city_83,Male,No relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,0.0
4433,13747,city_114,Male,No relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,0.0
4434,29271,city_83,Male,Has relevent experience,Part time course,Graduate,STEM,5,1000-4999,Pvt Ltd,1.0
4435,21325,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,19,500-999,Pvt Ltd,1.0
4436,8357,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,8,500-999,Pvt Ltd,0.0
4439,5656,city_50,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Public Sector,0.0
4440,21085,city_128,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,0.0
4441,20649,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,0.0
4442,19534,city_71,Male,No relevent experience,no_enrollment,Masters,STEM,6,10/49,Pvt Ltd,0.0
4444,2878,city_100,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1.0
4446,32192,city_173,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,0.0
4449,20265,city_50,Male,No relevent experience,no_enrollment,Masters,Humanities,<1,10/49,NGO,1.0
4451,29152,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,100-500,Pvt Ltd,0.0
4454,32170,city_103,Female,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,0.0
4457,5827,city_104,Female,Has relevent experience,no_enrollment,Masters,Humanities,2,50-99,Funded Startup,0.0
4458,18608,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1.0
4460,2083,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,0.0
4462,29856,city_83,Male,Has relevent experience,no_enrollment,Masters,Humanities,13,1000-4999,Pvt Ltd,0.0
4463,22061,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,0.0
4464,2916,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,0.0
4465,23069,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,100-500,Pvt Ltd,1.0
4466,19057,city_28,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,0.0
4467,12885,city_78,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Funded Startup,1.0
4469,10264,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,0.0
4470,32430,city_114,Male,Has relevent experience,Part time course,Graduate,STEM,13,50-99,Pvt Ltd,0.0
4471,348,city_13,Female,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,0.0
4473,8636,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,0.0
4474,3045,city_104,Male,Has relevent experience,no_enrollment,Graduate,Humanities,14,50-99,Pvt Ltd,0.0
4479,25511,city_99,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Pvt Ltd,0.0
4482,5733,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,1.0
4484,20129,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,1.0
4486,9724,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,0.0
4488,15764,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,0.0
4489,6003,city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,100-500,Funded Startup,0.0
4490,11934,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,1.0
4493,4181,city_16,Male,No relevent experience,no_enrollment,Graduate,Other,<1,500-999,Pvt Ltd,0.0
4494,30192,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Pvt Ltd,0.0
4495,25068,city_21,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,0.0
4496,22356,city_75,Male,Has relevent experience,no_enrollment,Masters,STEM,1,<10,Funded Startup,1.0
4497,19170,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,0.0
4498,18778,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,0.0
4499,14242,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,0.0
4502,17517,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Other,0.0
4503,6934,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Funded Startup,1.0
4507,15567,city_114,Male,No relevent experience,Part time course,Graduate,Business Degree,<1,10000+,Pvt Ltd,0.0
4508,9784,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,0.0
4517,32064,city_167,Male,No relevent experience,Full time course,Graduate,STEM,10,1000-4999,Public Sector,0.0
4518,29865,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,0.0
4521,27549,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,0.0
4522,31170,city_57,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,0.0
4524,30861,city_67,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,0.0
4526,11840,city_40,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,0.0
4528,5747,city_74,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,0.0
4531,18970,city_21,Male,No relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,0.0
4532,7938,city_21,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1.0
4533,24019,city_160,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1.0
4539,1060,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
4540,6763,city_100,Male,Has relevent experience,Full time course,Graduate,STEM,10,100-500,Pvt Ltd,0.0
4544,31323,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,0.0
4545,2807,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,0.0
4548,26193,city_145,Male,No relevent experience,Full time course,Graduate,STEM,7,10/49,Pvt Ltd,1.0
4549,4639,city_138,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,0.0
4550,12853,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,0.0
4553,15575,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,0.0
4554,11163,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,NGO,0.0
4556,17797,city_23,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,0.0
4561,4923,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1.0
4563,31357,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,0.0
4564,12118,city_152,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,0.0
4565,33133,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,0.0
4566,6306,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,0.0
4567,15204,city_103,Male,Has relevent experience,Part time course,Graduate,Humanities,>20,<10,NGO,0.0
4569,16300,city_21,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1.0
4570,15428,city_76,Male,Has relevent experience,Full time course,Graduate,STEM,6,1000-4999,Pvt Ltd,0.0
4572,2204,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,0.0
4573,17455,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,0.0
4574,26090,city_136,Male,Has relevent experience,Part time course,Masters,STEM,16,1000-4999,Pvt Ltd,0.0
4579,18772,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,0.0
4581,16301,city_65,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,0.0
4585,1187,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,0.0
4587,23530,city_21,Female,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1.0
4588,7010,city_40,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,0.0
4590,14902,city_54,Male,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,1.0
4597,6766,city_138,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,0.0
4598,16338,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,0.0
4599,13760,city_101,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1.0
4602,19984,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,1.0
4603,21776,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
4610,6543,city_23,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,1000-4999,Pvt Ltd,0.0
4613,22782,city_36,Male,No relevent experience,Full time course,Masters,STEM,7,500-999,Public Sector,0.0
4616,28553,city_103,Male,No relevent experience,no_enrollment,Masters,Humanities,15,50-99,Funded Startup,0.0
4617,17362,city_11,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,1.0
4619,22543,city_50,Male,Has relevent experience,no_enrollment,Masters,Humanities,10,50-99,Pvt Ltd,0.0
4620,17201,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1.0
4622,32050,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,0.0
4625,3457,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,0.0
4626,16636,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,0.0
4628,27346,city_103,Male,Has relevent experience,Part time course,Graduate,STEM,>20,50-99,Funded Startup,0.0
4629,1282,city_103,Male,No relevent experience,Part time course,Graduate,STEM,19,10000+,Pvt Ltd,0.0
4632,5193,city_23,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Funded Startup,0.0
4633,11737,city_103,Male,No relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,0.0
4634,1545,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,0.0
4636,12200,city_102,Other,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,1.0
4637,7830,city_116,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,0.0
4640,4014,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,0.0
4642,18168,city_173,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,0.0
4643,28241,city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,50-99,Funded Startup,0.0
4644,1901,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1.0
4645,9477,city_100,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,2,10/49,Pvt Ltd,0.0
4647,21171,city_103,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,50-99,Pvt Ltd,1.0
4652,13636,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10/49,Early Stage Startup,0.0
4653,19206,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Public Sector,0.0
4659,18807,city_50,Male,Has relevent experience,no_enrollment,Masters,Humanities,18,5000-9999,NGO,0.0
4661,14535,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,0.0
4666,1505,city_149,Male,Has relevent experience,Full time course,Graduate,STEM,12,100-500,Pvt Ltd,0.0
4669,14020,city_1,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,0.0
4670,16443,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,0.0
4673,32715,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,0.0
4677,12938,city_101,Male,Has relevent experience,Full time course,Graduate,STEM,1,10/49,Pvt Ltd,1.0
4679,33149,city_145,Male,Has relevent experience,no_enrollment,Masters,STEM,12,<10,Pvt Ltd,0.0
4680,19126,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Funded Startup,0.0
4682,28162,city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,2,100-500,Pvt Ltd,0.0
4683,2310,city_102,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,0.0
4685,19379,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,0.0
4686,10157,city_103,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,0.0
4687,8143,city_21,Female,No relevent experience,Full time course,Graduate,STEM,<1,10000+,Pvt Ltd,1.0
4688,28417,city_103,Female,Has relevent experience,Full time course,Graduate,STEM,7,50-99,NGO,1.0
4689,12001,city_158,Female,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,0.0
4690,3257,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1.0
4691,28046,city_59,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1.0
4694,1337,city_104,Male,No relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,0.0
4695,9096,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1.0
4696,32904,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,0.0
4698,29998,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,0.0
4700,12727,city_102,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10/49,Pvt Ltd,0.0
4702,30193,city_136,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,100-500,Pvt Ltd,0.0
4703,16159,city_16,Female,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,0.0
4704,14930,city_10,Male,No relevent experience,Full time course,Masters,STEM,10,100-500,Public Sector,0.0
4707,9686,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,0.0
4711,9128,city_57,Male,No relevent experience,Full time course,Masters,STEM,5,10/49,Public Sector,0.0
4712,19778,city_67,Male,Has relevent experience,Full time course,Masters,STEM,14,10/49,Pvt Ltd,0.0
4717,22370,city_101,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1.0
4718,15347,city_165,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,0.0
4720,1889,city_76,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,0.0
4721,1306,city_73,Male,Has relevent experience,Part time course,Graduate,STEM,>20,100-500,Pvt Ltd,1.0
4723,24028,city_123,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,100-500,Pvt Ltd,0.0
4725,30955,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,NGO,1.0
4728,3025,city_103,Male,Has relevent experience,no_enrollment,Graduate,No Major,18,100-500,Early Stage Startup,0.0
4730,32594,city_83,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Funded Startup,0.0
4734,29441,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1.0
4737,3310,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,1.0
4738,18662,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1.0
4740,29348,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,NGO,0.0
4741,5452,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,0.0
4742,31397,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,0.0
4743,2560,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,0.0
4745,6487,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,1.0
4748,29001,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,5000-9999,Pvt Ltd,0.0
4749,4864,city_41,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1.0
4750,23772,city_28,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,0.0
4751,109,city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,14,1000-4999,Pvt Ltd,0.0
4752,26456,city_64,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,NGO,0.0
4756,33379,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,<10,Pvt Ltd,0.0
4757,3820,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,0.0
4759,13122,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1.0
4763,787,city_23,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,0.0
4764,19608,city_102,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,0.0
4765,28049,city_103,Female,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Public Sector,0.0
4768,26898,city_65,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,0.0
4770,21001,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,0.0
4771,11556,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Pvt Ltd,0.0
4777,26390,city_114,Male,No relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,0.0
4778,19707,city_41,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,0.0
4780,769,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,0.0
4783,17347,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,0.0
4784,21721,city_176,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1.0
4785,11894,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,15,500-999,Funded Startup,1.0
4786,2256,city_76,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,0.0
4787,27901,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,0.0
4788,14078,city_103,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Public Sector,0.0
4791,30300,city_64,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,0.0
4792,19845,city_98,Female,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Public Sector,0.0
4794,28975,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,0.0
4796,10216,city_50,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,0.0
4799,20969,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1.0
4801,27649,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
4802,24200,city_114,Other,No relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,0.0
4807,32837,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,0.0
4809,22868,city_102,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,0.0
4811,308,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,0.0
4815,13637,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,0.0
4816,6470,city_89,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,0.0
4818,19368,city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,10,100-500,Pvt Ltd,0.0
4821,32307,city_115,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,0.0
4824,9363,city_102,Male,Has relevent experience,no_enrollment,Masters,Other,13,10000+,Public Sector,0.0
4826,14951,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,0.0
4828,748,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
4830,32886,city_16,Male,Has relevent experience,no_enrollment,Graduate,Arts,12,10/49,Pvt Ltd,0.0
4832,20100,city_160,Male,No relevent experience,Part time course,Graduate,STEM,4,10/49,Pvt Ltd,0.0
4836,13783,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10/49,NGO,0.0
4838,14072,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,0.0
4844,19193,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,0.0
4846,26837,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,NGO,0.0
4847,28294,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,0.0
4848,13816,city_16,Male,No relevent experience,Part time course,Graduate,STEM,2,10000+,Public Sector,0.0
