,enrollee_id,city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,target
15072,12688,city_114,Male,No relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,0.0
8979,10176,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,0.0
7690,29329,city_57,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
6610,69,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,1.0
4616,28553,city_103,Male,No relevent experience,no_enrollment,Masters,Humanities,15,50-99,Funded Startup,0.0
16656,22522,city_61,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Early Stage Startup,0.0
5114,764,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
31,22293,city_103,Male,Has relevent experience,Part time course,Graduate,STEM,19,5000-9999,Pvt Ltd,0.0
7749,31843,city_97,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,0.0
3307,20617,city_16,Male,Has relevent experience,Full time course,Graduate,STEM,6,<10,Pvt Ltd,0.0
13538,4360,city_160,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,0.0
15348,16993,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,0.0
15265,16979,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,0.0
8548,29821,city_118,Male,Has relevent experience,no_enrollment,Graduate,Other,13,50-99,Funded Startup,0.0
18865,31805,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,0.0
6562,18943,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,0.0
13465,10783,city_101,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Early Stage Startup,0.0
11080,19919,city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,5000-9999,Pvt Ltd,0.0
3650,14087,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,0.0
16738,18584,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1.0
17566,220,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,0.0
9872,13828,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
272,20976,city_160,Male,Has relevent experience,Part time course,Graduate,STEM,5,1000-4999,Public Sector,0.0
216,31602,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,0.0
16670,19364,city_103,Male,No relevent experience,no_enrollment,Masters,Humanities,8,10000+,Pvt Ltd,0.0
16452,6251,city_103,Male,No relevent experience,no_enrollment,Masters,STEM,7,500-999,Pvt Ltd,0.0
18987,30117,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,0.0
4431,30379,city_149,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Funded Startup,0.0
7204,16551,city_16,Male,Has relevent experience,Part time course,Graduate,STEM,>20,100-500,Pvt Ltd,1.0
5438,14461,city_155,Male,No relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1.0
5358,21867,city_179,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,0.0
4281,9721,city_103,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,1000-4999,NGO,1.0
4200,6042,city_103,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,1000-4999,NGO,0.0
4617,17362,city_11,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,1.0
13883,10549,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,0.0
12563,31712,city_103,Male,Has relevent experience,no_enrollment,Graduate,No Major,11,100-500,Pvt Ltd,0.0
12247,26559,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,0.0
7404,14996,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,0.0
7782,3042,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
18593,20366,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1.0
12592,12827,city_136,Male,No relevent experience,Part time course,Graduate,STEM,7,1000-4999,Public Sector,0.0
3138,1805,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Funded Startup,1.0
3140,9062,city_155,Male,Has relevent experience,Full time course,Graduate,STEM,1,500-999,Pvt Ltd,0.0
9408,26208,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,0.0
15174,3872,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
12194,24496,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,1.0
8851,27664,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,0.0
5516,22049,city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,100-500,Pvt Ltd,0.0
2367,22981,city_103,Male,Has relevent experience,no_enrollment,Phd,STEM,18,100-500,Pvt Ltd,0.0
15023,17445,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,0.0
17854,10063,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,0.0
7392,11717,city_114,Male,No relevent experience,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,0.0
367,2194,city_23,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Funded Startup,0.0
2510,3551,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
16113,5225,city_104,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,0.0
10730,13546,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,0.0
5557,8242,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,1.0
15008,12216,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1.0
15617,17945,city_160,Male,Has relevent experience,Part time course,Graduate,Arts,3,500-999,Pvt Ltd,0.0
6568,16069,city_103,Male,Has relevent experience,Full time course,Graduate,STEM,6,5000-9999,Public Sector,0.0
5901,28744,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Funded Startup,0.0
5696,8482,city_21,Male,No relevent experience,Full time course,Graduate,STEM,<1,100-500,Pvt Ltd,0.0
8633,32782,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Other,1.0
2376,16509,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10/49,Pvt Ltd,0.0
11850,29714,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Early Stage Startup,0.0
3269,24239,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,0.0
16439,15983,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,0.0
13293,5973,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
14269,8179,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,0.0
13907,13985,city_65,Male,Has relevent experience,Full time course,Graduate,STEM,6,1000-4999,Pvt Ltd,0.0
18524,30436,city_103,Male,No relevent experience,no_enrollment,Graduate,Other,6,10000+,Pvt Ltd,0.0
14747,21307,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,0.0
7390,19674,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
4391,31058,city_103,Male,Has relevent experience,Full time course,Masters,STEM,15,1000-4999,Pvt Ltd,0.0
17688,13116,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,0.0
11950,22901,city_41,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Early Stage Startup,0.0
2890,22470,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,0.0
16737,1762,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,0.0
10822,31997,city_102,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,0.0
17478,17231,city_36,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,0.0
10459,1364,city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,20,100-500,Pvt Ltd,0.0
6477,17907,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,0.0
14605,7445,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Funded Startup,0.0
5223,26001,city_7,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,0.0
9248,3321,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,0.0
12425,9010,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Funded Startup,0.0
16478,31580,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,0.0
6466,1954,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,0.0
15886,9879,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,0.0
16911,15174,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
12102,388,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
1908,16095,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,7,<10,Pvt Ltd,0.0
7136,4111,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,0.0
8955,21557,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,0.0
14638,21259,city_160,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,NGO,1.0
7055,18249,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Funded Startup,0.0
425,16414,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,0.0
15514,16134,city_102,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,0.0
9856,19609,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,0.0
7939,24150,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,4,5000-9999,Pvt Ltd,1.0
5926,2755,city_114,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
5306,5613,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,0.0
14323,31831,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,0.0
16479,30002,city_103,Male,Has relevent experience,no_enrollment,Masters,Humanities,<1,<10,Funded Startup,0.0
10964,453,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1.0
13260,1955,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,0.0
6420,18246,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,1.0
14868,33185,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,0.0
17477,4227,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,0.0
835,30340,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Early Stage Startup,0.0
11768,15048,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,0.0
18300,28358,city_77,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,0.0
12344,16933,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,0.0
5554,19041,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
2074,31631,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,0.0
1880,19749,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10/49,Pvt Ltd,0.0
3997,33187,city_16,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,500-999,Pvt Ltd,0.0
13841,9392,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,0.0
11124,15940,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,0.0
4677,12938,city_101,Male,Has relevent experience,Full time course,Graduate,STEM,1,10/49,Pvt Ltd,1.0
4728,3025,city_103,Male,Has relevent experience,no_enrollment,Graduate,No Major,18,100-500,Early Stage Startup,0.0
5273,3992,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,0.0
4259,21385,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,0.0
3787,3613,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Funded Startup,0.0
11095,12648,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Public Sector,0.0
2034,26540,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,0.0
16016,18151,city_160,Male,Has relevent experience,Full time course,Graduate,STEM,10,500-999,Pvt Ltd,0.0
1984,25455,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
8075,12418,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
18926,14738,city_165,Male,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,0.0
11874,2382,city_77,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,0.0
14504,12277,city_123,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Funded Startup,0.0
17668,24529,city_136,Male,Has relevent experience,no_enrollment,Phd,STEM,19,50-99,Pvt Ltd,0.0
6386,16071,city_128,Male,Has relevent experience,Part time course,Graduate,STEM,7,500-999,Pvt Ltd,1.0
4801,27649,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
18067,11454,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,0.0
2714,10300,city_102,Male,No relevent experience,no_enrollment,Masters,Business Degree,10,10000+,Public Sector,0.0
17741,24100,city_36,Male,No relevent experience,Full time course,Masters,STEM,10,1000-4999,Public Sector,0.0
13536,23618,city_98,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Public Sector,0.0
5931,10510,city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,500-999,Pvt Ltd,0.0
9788,5773,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,0.0
5038,4296,city_71,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10/49,Funded Startup,0.0
1812,861,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,0.0
8223,8621,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,0.0
18035,29191,city_46,Male,No relevent experience,no_enrollment,Graduate,Humanities,12,10000+,Public Sector,0.0
14961,29704,city_48,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1.0
10144,7843,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1.0
8774,26701,city_77,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,0.0
7719,3694,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
11243,24962,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,0.0
507,19555,city_65,Male,Has relevent experience,Full time course,Graduate,STEM,8,5000-9999,Pvt Ltd,0.0
15731,1828,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1.0
7208,28698,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Pvt Ltd,1.0
9260,28896,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,0.0
17152,15089,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1.0
12535,29540,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,0.0
1959,27791,city_103,Male,Has relevent experience,Part time course,Graduate,STEM,5,<10,Early Stage Startup,1.0
17487,26282,city_24,Male,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Pvt Ltd,0.0
10733,8389,city_89,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,0.0
4830,32886,city_16,Male,Has relevent experience,no_enrollment,Graduate,Arts,12,10/49,Pvt Ltd,0.0
17077,8371,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,0.0
17984,24095,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Public Sector,0.0
15902,33365,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Early Stage Startup,0.0
9532,1561,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1.0
7274,7858,city_16,Male,Has relevent experience,no_enrollment,Masters,Humanities,3,100-500,Pvt Ltd,0.0
12033,31789,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,5000-9999,Pvt Ltd,0.0
4603,21776,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
8050,11775,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
9298,12103,city_116,Male,Has relevent experience,no_enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,0.0
3088,29987,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,0.0
19066,17023,city_16,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,100-500,Pvt Ltd,0.0
5312,6567,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,0.0
11318,352,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,0.0
7585,21873,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,0.0
15728,5604,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,0.0
3819,2252,city_77,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,0.0
2875,19445,city_117,Male,Has relevent experience,no_enrollment,Masters,STEM,8,5000-9999,Pvt Ltd,1.0
419,32324,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
4418,7390,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,0.0
8952,345,city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,6,100-500,Pvt Ltd,0.0
18354,27229,city_16,Male,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Funded Startup,0.0
11835,7985,city_45,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,0.0
6882,9783,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,0.0
4112,1226,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,0.0
2320,4379,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,5000-9999,NGO,0.0
4321,15810,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,0.0
3204,27668,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,0.0
389,23505,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,0.0
15498,32778,city_83,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1.0
12894,30151,city_123,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,0.0
8210,18729,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,0.0
18782,29365,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,0.0
10745,17172,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,2,<10,Early Stage Startup,0.0
6764,21602,city_100,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
1132,7739,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,0.0
8154,8928,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10/49,Pvt Ltd,0.0
16962,11352,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1.0
777,26674,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,0.0
15578,11818,city_36,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,0.0
11961,26244,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
11586,32544,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
16617,5804,city_36,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,0.0
15984,26086,city_73,Male,Has relevent experience,Part time course,Graduate,STEM,5,10000+,Pvt Ltd,0.0
18123,20093,city_103,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,50-99,Funded Startup,0.0
1320,6278,city_160,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,10000+,Public Sector,0.0
5626,28114,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,0.0
144,24796,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,0.0
7135,14912,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Other,0.0
18277,7054,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,0.0
7731,17560,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1.0
6109,16878,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,0.0
10584,4812,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,<10,Pvt Ltd,0.0
8978,22122,city_73,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,0.0
13698,23103,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,<10,Pvt Ltd,1.0
4404,18146,city_100,Male,Has relevent experience,Part time course,Graduate,STEM,6,100-500,Pvt Ltd,0.0
4926,2843,city_105,Male,No relevent experience,no_enrollment,Graduate,STEM,1,10/49,Pvt Ltd,0.0
5429,16078,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Other,0.0
15101,5039,city_45,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,0.0
9016,45,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,0.0
11300,31706,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,1.0
10329,19940,city_70,Male,Has relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,0.0
3103,22827,city_114,Male,No relevent experience,no_enrollment,Phd,STEM,14,500-999,Public Sector,0.0
4725,30955,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,NGO,1.0
5721,4423,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,18,5000-9999,Pvt Ltd,0.0
12030,26686,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,0.0
2576,31071,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,0.0
12886,14700,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,0.0
1147,12402,city_157,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,0.0
10596,13115,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,8,500-999,Pvt Ltd,0.0
2500,25649,city_114,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,0.0
3079,23234,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,0.0
17757,17943,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,0.0
15231,4287,city_28,Male,No relevent experience,Full time course,Graduate,STEM,6,500-999,Public Sector,0.0
4567,15204,city_103,Male,Has relevent experience,Part time course,Graduate,Humanities,>20,<10,NGO,0.0
7682,16503,city_116,Male,Has relevent experience,Full time course,Masters,STEM,6,1000-4999,Pvt Ltd,0.0
6850,10836,city_16,Male,Has relevent experience,no_enrollment,Masters,Humanities,3,100-500,Public Sector,0.0
16743,32728,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,0.0
14957,5135,city_150,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,0.0
7008,10863,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,0.0
13020,14977,city_10,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,0.0
11211,15439,city_116,Male,Has relevent experience,Full time course,Masters,STEM,18,10/49,Funded Startup,0.0
199,31943,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Early Stage Startup,0.0
2870,21539,city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,0.0
9180,13585,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,0.0
12095,6265,city_67,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Early Stage Startup,0.0
5944,28124,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1.0
797,23157,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,0.0
15568,32983,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,0.0
6508,11318,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,0.0
1017,24199,city_16,Male,No relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,0.0
3312,809,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,0.0
18630,28426,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
