enrollee_id,city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,target
8860,city_46,Male,Has relevent experience,Part time course,Graduate,STEM,9,100-500,Pvt Ltd,0.0
3025,city_103,Male,Has relevent experience,no_enrollment,Graduate,No Major,18,100-500,Early Stage Startup,0.0
27691,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,0.0
14007,city_41,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,NGO,1.0
11192,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,1.0
22485,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,0.0
25591,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1.0
22548,city_165,Male,Has relevent experience,no_enrollment,Graduate,Other,16,100-500,Other,1.0
31512,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,0.0
24497,city_136,Male,No relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,0.0
30880,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,0.0
30881,city_114,Male,No relevent experience,no_enrollment,Masters,Humanities,8,<10,Early Stage Startup,0.0
7454,city_160,Male,Has relevent experience,Full time course,Graduate,STEM,15,50-99,Pvt Ltd,0.0
20114,city_136,Male,No relevent experience,Full time course,Masters,STEM,10,<10,Funded Startup,0.0
2612,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,0.0
2958,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1.0
21193,city_159,Male,Has relevent experience,Part time course,Graduate,STEM,11,<10,Early Stage Startup,0.0
33183,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,0.0
31062,city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,50-99,Pvt Ltd,0.0
25577,city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,5,1000-4999,Pvt Ltd,0.0
30243,city_100,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,1.0
30596,city_55,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,0.0
12076,city_114,Male,Has relevent experience,Full time course,Graduate,STEM,11,<10,Pvt Ltd,0.0
10317,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,0.0
6877,city_97,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,0.0
21992,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,0.0
9077,city_114,Male,Has relevent experience,Full time course,Graduate,STEM,7,100-500,Pvt Ltd,0.0
12700,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,0.0
9750,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1.0
1788,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,0.0
31468,city_97,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,0.0
577,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,0.0
9961,city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,50-99,Pvt Ltd,0.0
11266,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,<10,Early Stage Startup,0.0
21287,city_12,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,0.0
29270,city_16,Male,No relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,0.0
109,city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,14,1000-4999,Pvt Ltd,0.0
24450,city_71,Male,Has relevent experience,no_enrollment,Graduate,No Major,14,1000-4999,Pvt Ltd,0.0
6533,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,0.0
14103,city_64,Male,Has relevent experience,Part time course,Graduate,STEM,15,100-500,Pvt Ltd,0.0
23149,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
28336,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
14485,city_21,Male,Has relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,0.0
635,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,0.0
23600,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Funded Startup,0.0
14072,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,0.0
22370,city_101,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1.0
17266,city_75,Male,Has relevent experience,Part time course,Graduate,STEM,9,<10,Early Stage Startup,0.0
13971,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Public Sector,0.0
27296,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,1.0
8460,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,0.0
15607,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,0.0
31067,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,1000-4999,Pvt Ltd,0.0
14034,city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Public Sector,0.0
7688,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Pvt Ltd,0.0
11556,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Pvt Ltd,0.0
4165,city_103,Male,No relevent experience,no_enrollment,Phd,Humanities,>20,1000-4999,Public Sector,0.0
17995,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Funded Startup,0.0
28266,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Early Stage Startup,1.0
21982,city_16,Male,Has relevent experience,no_enrollment,Graduate,No Major,3,50-99,Pvt Ltd,0.0
3663,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,0.0
7694,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
18907,city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,1,10000+,Pvt Ltd,0.0
10521,city_97,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,0.0
5824,city_13,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,0.0
5582,city_102,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,0.0
3173,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Pvt Ltd,0.0
25813,city_99,Male,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,Public Sector,0.0
23068,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,NGO,0.0
30713,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,0.0
31227,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1.0
6572,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,0.0
24801,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Funded Startup,0.0
1048,city_160,Male,No relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Public Sector,0.0
5175,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
12562,city_143,Male,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Funded Startup,1.0
19178,city_90,Male,No relevent experience,Part time course,Graduate,STEM,18,10/49,Early Stage Startup,0.0
28261,city_143,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,1000-4999,Other,0.0
27054,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Funded Startup,0.0
4321,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,0.0
19169,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,1.0
5184,city_74,Male,No relevent experience,Part time course,Graduate,STEM,2,100-500,Pvt Ltd,1.0
33373,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Public Sector,1.0
451,city_162,Male,Has relevent experience,Part time course,Graduate,STEM,10,50-99,Pvt Ltd,0.0
30309,city_149,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Funded Startup,0.0
19448,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1.0
17766,city_23,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,0.0
4291,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,0.0
5979,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1.0
28458,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
29997,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1.0
14728,city_114,Male,Has relevent experience,Part time course,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
32015,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
20256,city_65,Male,No relevent experience,no_enrollment,Masters,Business Degree,3,1000-4999,Pvt Ltd,0.0
30248,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,0.0
11528,city_16,Male,Has relevent experience,no_enrollment,Graduate,No Major,18,100-500,Pvt Ltd,0.0
27284,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,500-999,Funded Startup,1.0
21147,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1.0
23482,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,0.0
29050,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,0.0
6658,city_83,Male,No relevent experience,no_enrollment,Graduate,Business Degree,3,1000-4999,Pvt Ltd,0.0
14546,city_71,Male,Has relevent experience,Part time course,Masters,STEM,6,<10,Funded Startup,0.0
32430,city_114,Male,Has relevent experience,Part time course,Graduate,STEM,13,50-99,Pvt Ltd,0.0
29336,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
22052,city_46,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Public Sector,0.0
32301,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Early Stage Startup,0.0
3393,city_160,Male,Has relevent experience,Full time course,Masters,STEM,9,100-500,Pvt Ltd,0.0
14235,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,0.0
27841,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,0.0
20117,city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,0.0
22535,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,0.0
5127,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,0.0
2350,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,13,10/49,Pvt Ltd,1.0
8360,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,0.0
17874,city_141,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,0.0
5783,city_65,Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Pvt Ltd,0.0
7551,city_160,Male,Has relevent experience,no_enrollment,Graduate,Other,3,<10,Funded Startup,0.0
21773,city_100,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,0.0
24906,city_123,Male,Has relevent experience,no_enrollment,Masters,STEM,19,50-99,Pvt Ltd,0.0
2780,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,0.0
8395,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Funded Startup,0.0
887,city_103,Male,Has relevent experience,Part time course,Graduate,Other,6,50-99,Pvt Ltd,0.0
13423,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,6,<10,Pvt Ltd,1.0
26061,city_13,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,NGO,0.0
3467,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,0.0
840,city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Early Stage Startup,0.0
22927,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,1.0
10292,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
7041,city_40,Male,Has relevent experience,no_enrollment,Graduate,Humanities,<1,1000-4999,Pvt Ltd,0.0
3241,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,0.0
10504,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
31038,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Early Stage Startup,0.0
4218,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Pvt Ltd,0.0
13261,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1.0
26559,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,0.0
16338,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,0.0
27620,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,0.0
9901,city_166,Male,Has relevent experience,Part time course,Graduate,STEM,1,10/49,Early Stage Startup,0.0
24045,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,NGO,1.0
15034,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,0.0
25554,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Pvt Ltd,0.0
28771,city_104,Male,Has relevent experience,no_enrollment,Masters,Business Degree,1,100-500,Pvt Ltd,1.0
7783,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1.0
14607,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
2256,city_76,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,0.0
25045,city_114,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,0.0
26671,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,1000-4999,Pvt Ltd,0.0
29152,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,100-500,Pvt Ltd,0.0
19284,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
26917,city_100,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,0.0
29002,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,1.0
21608,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,13,500-999,Pvt Ltd,0.0
21524,city_21,Male,No relevent experience,no_enrollment,Graduate,Other,4,10000+,Pvt Ltd,1.0
668,city_11,Male,Has relevent experience,Part time course,Graduate,STEM,2,10/49,Early Stage Startup,0.0
26813,city_103,Male,No relevent experience,Full time course,Graduate,STEM,2,10000+,Pvt Ltd,0.0
2167,city_149,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Funded Startup,0.0
26494,city_16,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,12,5000-9999,Pvt Ltd,0.0
19131,city_103,Male,No relevent experience,Part time course,Graduate,STEM,2,10000+,Pvt Ltd,0.0
12670,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1.0
19378,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,0.0
2571,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,0.0
17473,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,0.0
18842,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,7,100-500,Pvt Ltd,0.0
18906,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,0.0
15819,city_73,Male,Has relevent experience,Part time course,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
23604,city_103,Male,No relevent experience,no_enrollment,Phd,STEM,>20,50-99,NGO,0.0
3451,city_104,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10/49,Pvt Ltd,0.0
26257,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1.0
26174,city_57,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,0.0
4980,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,0.0
30610,city_94,Male,Has relevent experience,Part time course,Graduate,STEM,5,<10,Early Stage Startup,0.0
14484,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Early Stage Startup,0.0
19475,city_14,Male,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,0.0
27103,city_16,Male,Has relevent experience,no_enrollment,Graduate,Arts,12,10000+,Pvt Ltd,0.0
30438,city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,100-500,Pvt Ltd,0.0
27357,city_115,Male,Has relevent experience,no_enrollment,Graduate,Arts,18,100-500,Public Sector,0.0
20212,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
21886,city_114,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,100-500,Pvt Ltd,0.0
27212,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
15204,city_103,Male,Has relevent experience,Part time course,Graduate,Humanities,>20,<10,NGO,0.0
701,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
31558,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,0.0
8054,city_104,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Public Sector,0.0
24730,city_103,Male,Has relevent experience,no_enrollment,Masters,Business Degree,2,100-500,Pvt Ltd,0.0
22942,city_103,Male,Has relevent experience,Full time course,Masters,STEM,11,10000+,Pvt Ltd,0.0
19364,city_103,Male,No relevent experience,no_enrollment,Masters,Humanities,8,10000+,Pvt Ltd,0.0
1001,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Public Sector,0.0
16439,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,NGO,1.0
4,city_103,Male,No relevent experience,no_enrollment,Masters,STEM,9,50-99,Public Sector,0.0
4121,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,0.0
6362,city_46,Male,No relevent experience,no_enrollment,Masters,Humanities,3,500-999,Public Sector,0.0
31814,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,0.0
16701,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,0.0
18112,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,0.0
32115,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
26422,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,0.0
7445,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Funded Startup,0.0
5637,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,1.0
13632,city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
21112,city_116,Male,Has relevent experience,Full time course,Masters,STEM,7,50-99,Public Sector,0.0
20698,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,0.0
3284,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,0.0
30622,city_128,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1.0
14270,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,0.0
10341,city_16,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,<10,Pvt Ltd,0.0
683,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,0.0
7833,city_26,Male,Has relevent experience,no_enrollment,Masters,Humanities,13,50-99,Pvt Ltd,0.0
27911,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,0.0
16636,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,0.0
32991,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,0.0
7083,city_116,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,0.0
23017,city_83,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1.0
27251,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,0.0
10863,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,0.0
5438,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
9869,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,0.0
10980,city_36,Male,Has relevent experience,Full time course,Graduate,STEM,9,<10,Pvt Ltd,0.0
32797,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,0.0
30780,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Funded Startup,1.0
7596,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,10,50-99,Pvt Ltd,0.0
6589,city_83,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,0.0
20366,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1.0
4604,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,0.0
11033,city_103,Male,Has relevent experience,Full time course,Graduate,Business Degree,14,<10,Pvt Ltd,0.0
461,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,0.0
11457,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,1.0
25722,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
24361,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,0.0
24148,city_21,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,8,100-500,Pvt Ltd,1.0
4535,city_116,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,0.0
19041,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
1787,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,0.0
16485,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,1,50-99,Pvt Ltd,0.0
29084,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
11788,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1.0
26523,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,0.0
26555,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,0.0
28850,city_98,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,0.0
14623,city_102,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,0.0
3396,city_67,Male,Has relevent experience,Part time course,Graduate,STEM,6,500-999,Pvt Ltd,0.0
2032,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1.0
14610,city_90,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,0.0
315,city_103,Male,No relevent experience,no_enrollment,Masters,STEM,16,10000+,NGO,0.0
26674,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,0.0
12035,city_158,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,0.0
24796,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,0.0
18034,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Public Sector,0.0
24039,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,0.0
11804,city_77,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10/49,Funded Startup,0.0
30533,city_105,Male,No relevent experience,no_enrollment,Graduate,Humanities,5,10000+,Pvt Ltd,0.0
20681,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,0.0
28835,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1.0
10555,city_173,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,0.0
29023,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,0.0
5486,city_103,Male,No relevent experience,Full time course,Graduate,STEM,9,50-99,Funded Startup,0.0
28941,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,0.0
30509,city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,8,100-500,NGO,0.0
7184,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Funded Startup,0.0
18110,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,0.0
10938,city_136,Male,No relevent experience,Full time course,Phd,STEM,14,10/49,Public Sector,1.0
18461,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,0.0
13398,city_105,Male,Has relevent experience,Full time course,Masters,STEM,1,<10,Pvt Ltd,0.0
24608,city_160,Male,No relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,0.0
25795,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,0.0
17517,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Other,0.0
22534,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,0.0
9872,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,0.0
